hour,day_of_week,month,is_peak_hour,is_weekend,road_type,weather,traffic_density,speed,speed_limit,vehicle_type,vehicles_involved,vehicle_age,road_condition,road_width,alcohol_involved,driver_distracted,pedestrians_involved,visibility,temperature,humidity,junction_type,severity
8,Saturday,1,1,1,Urban Road,Foggy,3,10,40,Car,3,5,Wet,3,0,0,2,3,24,100,No Junction,High
18,Monday,12,1,0,Residential,Clear,8,10,40,Motorcycle,1,11,Wet,12,1,0,0,6,26,80,No Junction,High
8,Tuesday,10,1,0,Urban Road,Heavy Rain,5,10,40,Car,1,2,Dry,9,0,0,0,5,21,43,No Junction,Medium
10,Sunday,2,1,1,Highway,Cloudy,3,48,80,Car,2,1,Wet,9,0,0,1,5,18,52,Roundabout,High
18,Friday,8,1,0,Highway,Clear,7,10,80,Car,2,0,Dry,14,0,0,3,9,28,83,T-Junction,Medium
17,Friday,11,1,0,Urban Road,Cloudy,7,10,40,Car,5,4,Wet,12,1,0,0,8,20,35,T-Junction,High
20,Wednesday,8,1,0,National Highway,Rainy,6,19,80,Car,2,10,Dry,7,0,0,3,8,30,63,No Junction,High
17,Sunday,3,1,1,Urban Road,Clear,3,55,40,Car,1,4,Wet,6,0,0,0,9,29,20,Roundabout,Medium
16,Monday,7,0,0,Highway,Clear,8,38,80,Car,1,17,Dry,9,0,0,0,9,33,83,Roundabout,Low
6,Thursday,7,0,0,National Highway,Clear,6,69,80,Car,4,3,Dry,12,0,1,2,7,29,62,No Junction,High
11,Monday,2,0,0,Highway,Rainy,6,10,80,Bicycle,1,3,Dry,7,0,1,0,7,45,56,T-Junction,Medium
9,Sunday,9,1,1,Highway,Clear,4,10,80,Motorcycle,2,0,Under Construction,10,0,1,0,9,25,63,Intersection,Medium
8,Saturday,3,1,1,State Highway,Rainy,4,22,60,Auto,1,5,Dry,13,0,1,0,9,29,50,Intersection,Medium
23,Friday,2,0,0,Residential,Clear,2,76,40,Motorcycle,3,10,Slippery,10,0,1,0,9,23,43,No Junction,High
12,Wednesday,12,0,0,Urban Road,Clear,4,53,40,Bus,1,4,Dry,3,1,0,0,5,33,65,Intersection,High
21,Tuesday,3,0,0,State Highway,Cloudy,2,60,60,Truck,1,6,Wet,4,0,0,0,6,28,56,No Junction,Medium
17,Monday,2,1,0,Residential,Cloudy,5,10,40,Car,1,6,Slippery,13,1,1,2,5,16,45,T-Junction,High
19,Friday,8,1,0,Highway,Foggy,10,10,80,Motorcycle,1,0,Dry,8,0,0,0,4,22,100,No Junction,Medium
14,Thursday,5,0,0,Residential,Clear,10,12,40,Car,2,9,Dry,8,0,0,0,7,26,63,Y-Junction,Medium
16,Wednesday,3,0,0,Residential,Clear,4,45,40,Motorcycle,5,0,Dry,9,0,0,2,9,19,56,No Junction,Medium
14,Tuesday,5,0,0,National Highway,Rainy,4,53,80,Car,2,10,Slippery,12,1,0,0,5,30,64,No Junction,High
8,Monday,11,1,0,National Highway,Rainy,8,15,80,Motorcycle,5,5,Dry,5,0,0,0,9,18,63,Y-Junction,Medium
18,Thursday,11,1,0,Urban Road,Rainy,6,10,40,Truck,1,5,Wet,6,1,0,0,9,26,60,Roundabout,Medium
9,Tuesday,8,1,0,Residential,Cloudy,9,10,40,Auto,1,2,Dry,4,0,0,0,9,25,36,Intersection,Medium
2,Saturday,7,0,1,Highway,Rainy,4,50,80,Car,2,5,Wet,3,0,0,1,5,33,91,No Junction,High
17,Friday,6,1,0,Highway,Cloudy,9,40,80,Truck,3,6,Wet,9,0,0,1,9,26,48,T-Junction,High
7,Saturday,1,1,1,Urban Road,Clear,8,25,40,Car,5,1,Dry,5,0,1,2,7,32,96,Y-Junction,High
22,Friday,10,0,0,Residential,Foggy,3,32,40,Auto,4,2,Under Construction,10,0,1,0,2,29,41,Roundabout,High
22,Thursday,1,0,0,Residential,Cloudy,4,25,40,Motorcycle,2,1,Good,6,0,1,0,8,20,83,Intersection,Low
21,Saturday,1,0,1,Urban Road,Rainy,4,31,40,Auto,2,12,Dry,3,0,1,2,7,40,85,Y-Junction,High
11,Friday,10,0,0,State Highway,Heavy Rain,8,55,60,Car,3,2,Slippery,11,1,1,1,2,33,66,Intersection,High
1,Wednesday,8,0,0,State Highway,Rainy,8,14,60,Motorcycle,1,10,Dry,9,0,0,0,8,21,29,T-Junction,Low
21,Thursday,8,0,0,Residential,Cloudy,5,17,40,Motorcycle,3,8,Slippery,7,0,0,0,9,20,67,T-Junction,Medium
12,Friday,7,0,0,Highway,Foggy,4,29,80,Truck,3,11,Dry,7,1,0,0,1,34,91,No Junction,High
22,Monday,6,0,0,State Highway,Rainy,6,34,60,Bicycle,1,6,Under Construction,9,0,0,0,8,32,37,T-Junction,Low
22,Friday,4,0,0,National Highway,Clear,5,27,80,Car,1,7,Dry,13,0,0,0,8,31,57,Y-Junction,Low
20,Saturday,1,1,1,Highway,Rainy,7,10,80,Truck,1,1,Under Construction,9,0,1,0,8,21,46,T-Junction,Medium
9,Wednesday,9,1,0,Urban Road,Clear,7,28,40,Car,2,7,Slippery,9,1,0,1,9,23,75,Y-Junction,Medium
11,Tuesday,1,0,0,National Highway,Clear,1,20,80,Motorcycle,5,11,Dry,6,1,1,1,6,35,97,Intersection,High
20,Tuesday,4,1,0,Residential,Clear,7,10,40,Bus,1,3,Dry,7,0,0,3,6,30,64,Y-Junction,Medium
10,Friday,3,1,0,Urban Road,Rainy,6,19,40,Motorcycle,2,7,Slippery,3,0,0,0,7,22,50,Y-Junction,Medium
7,Tuesday,7,1,0,Highway,Clear,6,29,80,Bus,2,10,Dry,5,0,0,2,9,35,100,Intersection,Medium
15,Friday,5,0,0,Residential,Heavy Rain,5,22,40,Motorcycle,1,5,Good,4,1,0,0,3,39,69,Intersection,High
22,Wednesday,5,0,0,Urban Road,Foggy,2,18,40,Auto,1,8,Good,4,0,0,0,2,24,64,Intersection,Medium
18,Tuesday,4,1,0,Highway,Clear,8,25,80,Bus,2,4,Slippery,6,0,0,0,6,23,60,Intersection,High
16,Saturday,1,0,1,Urban Road,Clear,2,93,40,Truck,2,4,Wet,7,0,1,0,5,36,42,Intersection,Medium
6,Saturday,5,0,1,Highway,Foggy,1,43,80,Truck,1,1,Dry,4,0,0,0,2,37,78,Intersection,Medium
17,Monday,4,1,0,Residential,Clear,8,23,40,Motorcycle,2,12,Under Construction,11,0,0,2,5,37,83,T-Junction,Medium
23,Friday,10,0,0,National Highway,Clear,6,29,80,Bus,1,7,Dry,9,0,0,3,6,29,59,T-Junction,Medium
7,Tuesday,8,1,0,Urban Road,Clear,3,22,40,Motorcycle,2,3,Dry,8,1,0,0,6,24,78,No Junction,Medium
14,Saturday,2,0,1,Residential,Clear,1,59,40,Car,1,6,Dry,9,0,0,1,5,32,22,No Junction,Medium
20,Sunday,8,1,1,Urban Road,Clear,3,25,40,Truck,3,6,Good,3,1,1,1,9,25,59,T-Junction,Medium
18,Wednesday,1,1,0,Highway,Clear,3,11,80,Truck,2,3,Dry,3,0,1,0,7,25,52,Intersection,Medium
18,Wednesday,4,1,0,National Highway,Cloudy,5,25,80,Car,1,7,Under Construction,11,0,1,1,8,28,68,Intersection,Medium
18,Sunday,3,1,1,Highway,Clear,7,10,80,Car,1,6,Wet,15,0,1,0,5,27,42,No Junction,Medium
11,Sunday,5,0,1,Highway,Clear,5,52,80,Car,2,5,Dry,8,0,0,0,9,24,31,Intersection,Medium
9,Monday,5,1,0,Urban Road,Clear,6,38,40,Motorcycle,2,8,Slippery,14,0,0,2,9,21,59,Y-Junction,Medium
19,Wednesday,5,1,0,Residential,Clear,3,52,40,Motorcycle,3,10,Dry,8,0,0,1,8,26,63,Intersection,Medium
19,Wednesday,12,1,0,Urban Road,Foggy,7,10,40,Car,2,8,Dry,5,0,0,3,4,23,89,Intersection,High
20,Tuesday,4,1,0,Highway,Clear,8,15,80,Motorcycle,4,6,Slippery,10,1,0,1,7,19,75,No Junction,High
21,Friday,8,0,0,State Highway,Rainy,3,85,60,Car,2,0,Dry,3,1,0,1,6,28,79,T-Junction,High
14,Thursday,3,0,0,Urban Road,Heavy Rain,2,17,40,Car,2,6,Dry,6,0,0,1,5,28,26,Roundabout,Medium
14,Wednesday,12,0,0,Highway,Rainy,5,25,80,Car,1,0,Dry,5,1,0,0,5,32,86,No Junction,Medium
19,Wednesday,4,1,0,Urban Road,Clear,5,24,40,Motorcycle,1,10,Wet,4,0,0,0,7,28,84,No Junction,Medium
17,Thursday,1,1,0,Urban Road,Clear,2,24,40,Car,1,8,Slippery,6,0,0,0,5,27,74,Y-Junction,Medium
18,Wednesday,7,1,0,Urban Road,Rainy,4,19,40,Bicycle,1,4,Dry,8,0,0,2,6,32,20,Intersection,Medium
19,Tuesday,1,1,0,Residential,Rainy,5,17,40,Motorcycle,2,9,Dry,11,0,1,0,5,28,67,No Junction,Medium
21,Tuesday,2,0,0,State Highway,Clear,7,10,60,Bus,2,1,Dry,11,0,0,1,8,29,53,T-Junction,Medium
10,Thursday,11,1,0,Urban Road,Foggy,5,10,40,Motorcycle,1,1,Dry,3,0,1,0,2,31,57,T-Junction,Medium
11,Saturday,7,0,1,Highway,Rainy,2,32,80,Auto,2,7,Wet,14,0,0,3,6,24,49,No Junction,High
6,Wednesday,1,0,0,Highway,Heavy Rain,5,10,80,Bus,1,3,Dry,11,0,0,2,4,33,72,Intersection,High
16,Saturday,11,0,1,Urban Road,Cloudy,4,15,40,Car,3,5,Slippery,8,0,0,3,8,27,41,No Junction,Medium
3,Wednesday,3,0,0,Highway,Cloudy,2,44,80,Car,2,12,Good,12,0,0,0,8,27,67,Intersection,Medium
13,Friday,6,0,0,Urban Road,Clear,4,27,40,Motorcycle,2,11,Under Construction,5,0,0,0,7,33,90,Intersection,Medium
15,Wednesday,6,0,0,Highway,Clear,7,10,80,Motorcycle,2,4,Dry,10,0,0,0,8,24,54,Roundabout,Low
9,Tuesday,6,1,0,Residential,Rainy,7,15,40,Motorcycle,4,3,Wet,3,1,0,0,8,25,56,Intersection,High
16,Monday,11,0,0,Urban Road,Rainy,6,26,40,Auto,4,0,Under Construction,7,0,0,0,7,30,39,No Junction,Medium
3,Sunday,2,0,1,Highway,Foggy,5,47,80,Truck,2,16,Dry,12,0,0,0,1,29,81,Roundabout,High
3,Monday,2,0,0,Urban Road,Cloudy,3,44,40,Motorcycle,2,0,Under Construction,6,0,0,3,9,45,46,Intersection,Medium
19,Monday,6,1,0,Urban Road,Foggy,9,10,40,Truck,5,6,Under Construction,6,0,1,0,1,34,51,Intersection,High
11,Monday,10,0,0,Residential,Clear,3,19,40,Car,1,2,Dry,6,0,0,1,9,13,79,No Junction,Low
7,Sunday,5,1,1,Urban Road,Rainy,4,24,40,Bus,2,9,Wet,7,1,0,2,8,29,73,T-Junction,High
15,Saturday,7,0,1,Highway,Clear,3,10,80,Auto,2,5,Dry,4,1,1,3,6,16,31,T-Junction,High
18,Sunday,7,1,1,Urban Road,Foggy,8,55,40,Auto,5,6,Dry,12,1,0,0,4,25,75,Roundabout,High
8,Saturday,5,1,1,Urban Road,Cloudy,9,10,40,Car,1,4,Under Construction,4,0,0,2,7,29,59,Intersection,Medium
17,Sunday,8,1,1,State Highway,Clear,2,35,60,Car,4,4,Good,8,0,0,0,6,25,62,Roundabout,Medium
6,Sunday,10,0,1,National Highway,Rainy,4,28,80,Car,3,7,Good,10,0,0,0,6,14,94,Intersection,Medium
5,Wednesday,6,0,0,Highway,Foggy,1,44,80,Truck,1,4,Dry,5,1,0,1,4,28,82,No Junction,High
15,Saturday,5,0,1,Residential,Clear,5,37,40,Car,1,7,Good,3,0,0,0,9,24,89,Intersection,Low
15,Wednesday,4,0,0,Urban Road,Heavy Rain,3,20,40,Motorcycle,1,8,Under Construction,6,0,0,0,5,31,45,T-Junction,Medium
17,Friday,7,1,0,Highway,Foggy,7,32,80,Bus,2,1,Under Construction,6,0,0,3,2,16,94,No Junction,High
18,Wednesday,4,1,0,Highway,Rainy,8,32,80,Auto,3,12,Good,10,1,0,0,6,23,49,Roundabout,High
23,Monday,5,0,0,State Highway,Foggy,2,38,60,Motorcycle,3,5,Wet,7,0,1,0,3,32,50,T-Junction,High
14,Thursday,5,0,0,Urban Road,Cloudy,6,43,40,Motorcycle,2,5,Dry,8,0,0,0,8,14,63,No Junction,Medium
10,Thursday,1,1,0,National Highway,Rainy,5,59,80,Car,1,0,Dry,3,0,0,1,6,30,75,Intersection,High
19,Tuesday,1,1,0,Urban Road,Clear,2,42,40,Truck,1,5,Dry,7,0,0,0,6,23,90,Y-Junction,Medium
9,Tuesday,3,1,0,Highway,Cloudy,7,26,80,Truck,1,2,Wet,12,0,0,0,7,26,64,T-Junction,High
12,Wednesday,11,0,0,State Highway,Cloudy,5,10,60,Car,2,9,Dry,11,0,0,0,6,21,99,T-Junction,Medium
6,Sunday,3,0,1,National Highway,Clear,5,51,80,Truck,2,5,Wet,6,0,0,0,8,26,100,No Junction,Medium
2,Sunday,2,0,1,State Highway,Cloudy,1,40,60,Car,3,2,Dry,10,1,1,2,8,21,41,Y-Junction,High
22,Thursday,12,0,0,Residential,Clear,1,63,40,Truck,3,6,Good,7,1,0,0,7,20,92,T-Junction,High
19,Monday,2,1,0,Urban Road,Rainy,5,29,40,Car,1,8,Dry,9,1,0,2,5,32,67,No Junction,High
18,Saturday,6,1,1,Highway,Foggy,5,10,80,Auto,2,0,Wet,7,0,1,2,1,27,85,T-Junction,High
12,Monday,1,0,0,Urban Road,Clear,2,38,40,Motorcycle,3,6,Wet,5,0,1,0,8,29,43,No Junction,Medium
7,Monday,6,1,0,Urban Road,Clear,5,47,40,Motorcycle,4,0,Dry,4,0,1,0,8,28,89,No Junction,High
7,Wednesday,5,1,0,National Highway,Foggy,6,82,80,Car,2,7,Slippery,9,0,0,0,2,35,54,No Junction,High
8,Wednesday,6,1,0,Residential,Clear,2,16,40,Auto,4,9,Wet,3,1,0,2,7,30,87,No Junction,High
15,Friday,5,0,0,State Highway,Cloudy,3,10,60,Bicycle,3,7,Wet,11,0,1,2,6,31,64,No Junction,Medium
18,Monday,7,1,0,Urban Road,Clear,8,15,40,Car,1,6,Under Construction,7,0,1,0,7,32,62,Intersection,High
17,Sunday,1,1,1,Residential,Clear,8,20,40,Car,2,9,Dry,6,0,1,0,5,22,64,Y-Junction,Medium
9,Sunday,3,1,1,State Highway,Clear,3,42,60,Motorcycle,1,4,Under Construction,10,0,0,1,5,38,79,T-Junction,Medium
22,Monday,6,0,0,Urban Road,Clear,4,58,40,Bicycle,2,10,Under Construction,3,0,1,0,9,19,64,Roundabout,Medium
18,Wednesday,1,1,0,Urban Road,Heavy Rain,10,19,40,Bus,2,8,Under Construction,9,0,1,1,5,29,77,Intersection,High
15,Wednesday,11,0,0,Residential,Clear,6,16,40,Bicycle,2,9,Dry,12,0,0,0,5,29,65,T-Junction,Medium
17,Friday,11,1,0,Residential,Rainy,7,26,40,Auto,2,0,Dry,3,0,0,0,9,42,40,T-Junction,Low
12,Friday,7,0,0,National Highway,Foggy,2,20,80,Truck,2,7,Wet,6,0,0,0,4,30,71,Intersection,Medium
8,Tuesday,4,1,0,Urban Road,Clear,9,10,40,Car,1,10,Dry,9,0,0,0,9,23,73,T-Junction,Low
11,Thursday,3,0,0,Highway,Cloudy,3,65,80,Auto,3,6,Dry,3,0,0,2,9,24,36,Roundabout,Medium
18,Monday,10,1,0,Urban Road,Clear,5,45,40,Motorcycle,1,14,Dry,8,0,0,0,9,25,58,T-Junction,Medium
1,Sunday,9,0,1,Urban Road,Rainy,5,10,40,Motorcycle,3,7,Wet,16,0,0,0,8,28,79,T-Junction,Medium
7,Monday,1,1,0,Residential,Rainy,6,45,40,Motorcycle,1,3,Dry,8,0,0,1,6,29,67,Intersection,High
4,Friday,8,0,0,Highway,Rainy,5,38,80,Bicycle,5,5,Good,8,0,0,2,9,30,73,Intersection,High
4,Friday,1,0,0,National Highway,Foggy,6,52,80,Car,5,13,Slippery,4,0,0,2,4,28,56,Y-Junction,High
20,Tuesday,5,1,0,State Highway,Cloudy,8,10,60,Bus,5,12,Dry,11,0,0,0,5,31,51,Intersection,High
18,Thursday,10,1,0,Highway,Cloudy,6,10,80,Bus,1,2,Under Construction,3,0,1,0,8,21,71,No Junction,Medium
13,Tuesday,8,0,0,Highway,Rainy,8,11,80,Car,1,2,Good,7,0,1,3,9,18,20,Intersection,High
6,Sunday,6,0,1,Urban Road,Clear,10,15,40,Bicycle,2,12,Dry,10,0,1,0,8,34,74,Intersection,Medium
14,Thursday,7,0,0,State Highway,Clear,5,36,60,Motorcycle,3,5,Dry,3,0,0,0,7,18,85,Roundabout,Low
13,Saturday,11,0,1,Urban Road,Cloudy,6,10,40,Truck,3,6,Dry,3,0,0,0,6,27,79,T-Junction,Medium
7,Monday,8,1,0,Highway,Cloudy,8,10,80,Motorcycle,1,6,Under Construction,3,0,0,0,9,23,65,No Junction,Medium
12,Tuesday,6,0,0,Urban Road,Clear,4,28,40,Car,4,8,Dry,12,1,1,0,6,38,87,Y-Junction,High
12,Friday,11,0,0,Residential,Clear,5,21,40,Motorcycle,2,8,Slippery,6,0,0,0,6,39,86,Intersection,Medium
17,Tuesday,6,1,0,Urban Road,Cloudy,5,19,40,Auto,1,3,Slippery,10,0,1,1,7,28,35,T-Junction,High
17,Saturday,11,1,1,Residential,Rainy,4,73,40,Motorcycle,1,9,Slippery,10,0,0,0,6,26,57,No Junction,High
4,Tuesday,6,0,0,National Highway,Clear,3,38,80,Truck,4,8,Wet,3,0,0,1,5,26,66,Intersection,High
11,Monday,5,0,0,Highway,Rainy,5,10,80,Car,1,16,Dry,6,1,0,2,6,29,68,T-Junction,Medium
17,Saturday,8,1,1,Urban Road,Clear,7,31,40,Car,2,9,Dry,7,1,1,2,7,33,75,T-Junction,High
14,Friday,2,0,0,Highway,Clear,5,52,80,Motorcycle,4,11,Dry,9,1,0,1,7,45,75,Intersection,High
20,Friday,7,1,0,Urban Road,Rainy,6,35,40,Car,2,5,Wet,8,0,0,0,9,21,68,Intersection,High
17,Wednesday,4,1,0,Highway,Rainy,8,10,80,Motorcycle,1,11,Under Construction,7,0,0,0,5,29,77,No Junction,Medium
7,Saturday,1,1,1,Urban Road,Clear,3,53,40,Car,5,12,Under Construction,11,0,0,0,6,27,61,Intersection,Medium
6,Wednesday,5,0,0,State Highway,Heavy Rain,3,52,60,Truck,2,6,Dry,11,0,0,1,2,24,92,Intersection,High
17,Wednesday,3,1,0,Residential,Clear,6,37,40,Motorcycle,2,9,Dry,3,0,1,0,7,25,100,Roundabout,High
2,Monday,4,0,0,Urban Road,Foggy,3,49,40,Car,2,5,Under Construction,6,0,1,0,2,27,90,T-Junction,High
16,Tuesday,7,0,0,Highway,Clear,7,48,80,Motorcycle,2,0,Good,8,0,0,1,6,29,79,No Junction,Medium
22,Friday,5,0,0,Residential,Clear,2,46,40,Motorcycle,2,9,Dry,8,0,0,2,9,30,72,No Junction,Medium
16,Friday,4,0,0,Highway,Cloudy,3,48,80,Car,1,8,Slippery,9,0,0,1,9,30,64,No Junction,Low
11,Tuesday,1,0,0,Urban Road,Cloudy,4,30,40,Car,5,11,Dry,9,1,1,0,5,19,78,No Junction,High
17,Friday,6,1,0,Urban Road,Clear,7,10,40,Auto,2,6,Dry,9,0,0,1,9,23,70,T-Junction,Medium
13,Tuesday,11,0,0,National Highway,Clear,4,71,80,Car,1,7,Wet,10,0,0,1,9,31,86,No Junction,High
15,Saturday,10,0,1,Highway,Clear,1,36,80,Bicycle,3,6,Under Construction,7,1,1,0,8,36,56,T-Junction,Medium
22,Monday,6,0,0,Residential,Cloudy,6,25,40,Car,1,0,Dry,6,0,1,2,6,30,87,T-Junction,Medium
11,Monday,7,0,0,Highway,Foggy,5,27,80,Car,4,6,Slippery,12,1,0,1,4,26,72,T-Junction,High
22,Sunday,1,0,1,Residential,Rainy,2,50,40,Motorcycle,2,9,Wet,6,0,1,0,8,30,76,Intersection,High
21,Monday,4,0,0,Residential,Rainy,5,10,40,Auto,1,6,Wet,10,0,0,0,8,29,60,T-Junction,Low
8,Tuesday,12,1,0,State Highway,Cloudy,9,10,60,Auto,1,7,Wet,5,0,0,2,9,21,64,No Junction,Medium
5,Sunday,9,0,1,Urban Road,Clear,4,33,40,Truck,4,10,Dry,9,0,0,0,7,26,81,No Junction,Medium
6,Tuesday,12,0,0,Urban Road,Clear,4,39,40,Bus,1,6,Dry,9,0,0,0,9,29,93,Intersection,Low
1,Thursday,10,0,0,Urban Road,Clear,5,10,40,Motorcycle,2,7,Wet,9,0,1,3,9,32,27,T-Junction,Medium
6,Sunday,6,0,1,Highway,Clear,1,54,80,Auto,2,0,Wet,12,1,0,1,6,36,64,Y-Junction,High
17,Friday,2,1,0,Urban Road,Clear,6,10,40,Car,3,3,Dry,5,0,0,1,7,38,36,Intersection,Medium
6,Friday,4,0,0,State Highway,Rainy,5,36,60,Motorcycle,3,11,Wet,8,0,0,0,5,17,59,No Junction,Medium
10,Thursday,6,1,0,Urban Road,Heavy Rain,5,46,40,Bus,3,8,Slippery,9,0,0,1,3,26,80,T-Junction,High
20,Thursday,4,1,0,Residential,Clear,10,13,40,Motorcycle,1,10,Wet,9,0,1,1,9,36,79,Intersection,Medium
2,Monday,10,0,0,Urban Road,Foggy,4,49,40,Bus,3,12,Wet,7,1,0,0,3,32,93,No Junction,High
19,Thursday,7,1,0,Urban Road,Foggy,8,10,40,Car,1,6,Slippery,9,0,0,0,3,32,69,No Junction,High
9,Tuesday,12,1,0,Urban Road,Cloudy,6,10,40,Car,1,2,Dry,7,0,1,1,8,23,31,T-Junction,Medium
7,Wednesday,3,1,0,Highway,Clear,4,45,80,Motorcycle,2,3,Wet,10,0,0,0,7,23,68,Y-Junction,High
18,Tuesday,6,1,0,Urban Road,Rainy,4,58,40,Truck,2,4,Dry,7,0,0,1,5,31,87,T-Junction,High
17,Sunday,12,1,1,State Highway,Clear,4,55,60,Motorcycle,2,6,Wet,7,0,0,1,9,25,85,T-Junction,Medium
20,Thursday,4,1,0,Urban Road,Rainy,7,10,40,Motorcycle,2,2,Wet,8,0,0,0,8,21,79,No Junction,Medium
18,Friday,3,1,0,Residential,Clear,3,18,40,Truck,1,2,Dry,6,0,0,0,6,28,59,Roundabout,Low
19,Tuesday,12,1,0,State Highway,Clear,4,10,60,Auto,1,12,Dry,5,1,0,1,9,26,91,Intersection,Medium
9,Friday,3,1,0,Urban Road,Rainy,5,10,40,Motorcycle,2,9,Dry,4,0,0,0,6,33,67,T-Junction,Medium
7,Tuesday,2,1,0,State Highway,Clear,6,19,60,Car,2,12,Wet,7,0,0,0,7,30,38,Intersection,Medium
18,Friday,11,1,0,Urban Road,Clear,7,26,40,Motorcycle,4,2,Dry,5,0,0,0,6,39,54,T-Junction,Medium
19,Saturday,3,1,1,Urban Road,Foggy,5,26,40,Bus,2,9,Dry,7,0,1,2,4,22,72,Intersection,High
23,Tuesday,12,0,0,Urban Road,Cloudy,3,60,40,Car,1,13,Slippery,11,0,0,0,5,28,43,No Junction,Medium
12,Sunday,10,0,1,Highway,Clear,1,65,80,Motorcycle,3,5,Dry,7,0,0,0,7,31,53,Intersection,Medium
11,Friday,1,0,0,Residential,Rainy,5,34,40,Truck,2,3,Dry,11,1,1,0,7,31,46,Intersection,Medium
19,Wednesday,3,1,0,State Highway,Foggy,7,32,60,Car,1,8,Good,9,0,0,0,1,29,72,Intersection,High
10,Sunday,9,1,1,Urban Road,Clear,8,16,40,Car,3,8,Under Construction,7,0,0,0,5,17,51,No Junction,Medium
22,Monday,4,0,0,Highway,Clear,5,56,80,Truck,1,6,Dry,4,1,0,2,9,16,77,Intersection,High
20,Tuesday,3,1,0,Urban Road,Cloudy,6,47,40,Car,2,7,Wet,7,0,0,0,5,21,65,T-Junction,High
12,Wednesday,8,0,0,Residential,Cloudy,2,49,40,Car,1,13,Slippery,6,1,0,0,6,30,23,Y-Junction,Medium
18,Monday,1,1,0,Urban Road,Rainy,6,29,40,Truck,2,8,Good,11,0,0,0,7,16,64,T-Junction,Medium
18,Tuesday,5,1,0,Urban Road,Clear,5,32,40,Car,2,13,Wet,13,0,0,1,8,31,46,Intersection,High
6,Wednesday,1,0,0,Residential,Rainy,4,32,40,Car,3,3,Wet,11,0,0,0,5,26,76,T-Junction,Medium
21,Wednesday,7,0,0,Urban Road,Clear,5,59,40,Motorcycle,1,0,Under Construction,5,0,0,0,8,25,55,T-Junction,Low
14,Sunday,5,0,1,National Highway,Clear,4,10,80,Auto,1,7,Dry,8,0,0,2,9,39,84,No Junction,Medium
19,Saturday,2,1,1,Urban Road,Clear,5,29,40,Motorcycle,2,10,Wet,7,0,0,1,5,38,90,No Junction,Medium
10,Wednesday,12,1,0,National Highway,Clear,8,27,80,Car,1,2,Wet,6,0,0,0,9,23,50,No Junction,Medium
21,Saturday,1,0,1,Urban Road,Clear,1,46,40,Motorcycle,3,5,Good,7,0,0,1,9,32,84,No Junction,Medium
11,Thursday,11,0,0,Highway,Rainy,9,13,80,Motorcycle,1,12,Good,7,0,0,0,5,28,47,No Junction,Medium
1,Sunday,7,0,1,State Highway,Clear,1,69,60,Auto,2,11,Dry,13,1,1,3,5,33,63,Intersection,High
21,Friday,12,0,0,Residential,Rainy,3,14,40,Bicycle,4,5,Dry,8,0,0,0,9,25,61,T-Junction,Low
6,Sunday,1,0,1,State Highway,Heavy Rain,1,61,60,Car,1,8,Dry,10,0,1,1,2,19,54,Intersection,High
10,Monday,3,1,0,Urban Road,Rainy,3,23,40,Truck,3,10,Dry,11,0,1,2,5,27,72,Roundabout,High
22,Friday,11,0,0,National Highway,Foggy,4,10,80,Auto,2,8,Wet,10,0,0,3,1,32,89,Intersection,High
22,Friday,6,0,0,Highway,Clear,4,42,80,Motorcycle,1,12,Wet,12,0,1,1,6,27,74,T-Junction,High
16,Saturday,6,0,1,Highway,Heavy Rain,3,15,80,Auto,3,3,Wet,6,0,0,0,2,32,63,No Junction,Medium
17,Friday,7,1,0,Urban Road,Clear,7,10,40,Motorcycle,1,8,Slippery,10,0,0,0,6,35,37,Roundabout,Medium
13,Wednesday,11,0,0,State Highway,Rainy,6,27,60,Motorcycle,2,9,Dry,13,0,1,1,5,35,20,Intersection,Medium
9,Saturday,11,1,1,Residential,Heavy Rain,6,43,40,Car,1,1,Wet,5,0,0,0,2,30,58,Roundabout,High
10,Friday,1,1,0,Urban Road,Cloudy,6,41,40,Motorcycle,2,2,Good,6,1,0,1,5,20,32,Intersection,High
17,Saturday,7,1,1,Urban Road,Heavy Rain,3,37,40,Car,2,6,Wet,6,1,0,1,5,16,42,Intersection,High
18,Thursday,2,1,0,Highway,Clear,6,34,80,Truck,3,11,Dry,14,0,0,1,6,31,69,T-Junction,High
19,Saturday,6,1,1,Urban Road,Clear,4,41,40,Motorcycle,2,8,Dry,4,0,0,0,7,32,42,Intersection,Medium
19,Tuesday,8,1,0,Urban Road,Clear,9,10,40,Auto,1,4,Dry,8,0,0,0,9,28,51,Intersection,Low
6,Wednesday,5,0,0,Residential,Heavy Rain,5,70,40,Car,2,5,Slippery,9,0,0,0,2,29,69,No Junction,High
14,Monday,10,0,0,Residential,Clear,4,25,40,Car,1,11,Dry,6,0,0,0,9,27,70,T-Junction,Low
5,Tuesday,3,0,0,National Highway,Clear,2,13,80,Motorcycle,1,8,Under Construction,5,0,0,2,8,28,57,Intersection,Medium
15,Tuesday,11,0,0,Highway,Rainy,5,10,80,Bicycle,1,7,Under Construction,5,0,0,3,5,30,34,Roundabout,Medium
13,Tuesday,8,0,0,Urban Road,Rainy,5,10,40,Bicycle,5,6,Wet,7,0,0,2,6,33,56,Y-Junction,Medium
20,Friday,8,1,0,Urban Road,Clear,7,10,40,Truck,1,5,Dry,6,0,0,0,6,28,67,No Junction,Low
